country	code	ln_hla_het	hla_het	ln_mort40	ln_le40	ln_le50	ln_le60	ln_le70	ln_le80	ln_le90	ln_le00	ln_le10	europe	asia	africa	americas	oceania	frac_eur	frac_me	frac_easia	frac_africa	frac_am	frac_oc	aa_ln_atd	aa_atd	aa_mdist	aa_mdist_sqr	aa_lanim	aa_lpd1	ln_frac	ln_arable	ln_suitavg	ln_abslat	aa_pdiv	malfal	tropical	desert	distcr1000	frac_migrant	pnativ_60	ln_ypc60	ln_yr_sch1960	ln_pd60	ln_urb60	ln_young	ln_mix_het	oecd	fstdistwtd_usa
"Moldova"	"MDA"	-1.1165642	0.32740277			4.067316	4.12395	4.1716943	4.1708226	4.2112927	4.2030234	4.23271	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	8.853913	7018.425	4.4009676	19.43491		-0.59471446	0.4404963	4.0142183	-0.32850403	3.8501475	0.7410664	0.0	0	0	0.0280568	0.17955512	0.8204449	8.54675		4.5134673	3.152736	3.4590473	-1.1005678	0	4.536134
"Mongolia"	"MNG"	-1.1534504	0.31554615			3.744787	3.84418	4.0207386	4.048875	4.103276	4.145059	4.222371	0	1	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	8.528109	5072.0	8.973991	80.74109	2.0794415	-1.6004549	0.31351355	-0.2876821	-2.4079456	3.8286414	0.70653236	0.0	0	1.4896948137870085	1.6758101	0.032999992	0.967	6.81564	1.0518641	-0.48695743	3.5751507	3.609023	-1.1534504	0	10.03703
"Morocco"	"MAR"	-1.0929813	0.3352156	-1.5230309	3.6627922	3.7588718	3.84329	3.9416718	4.0540648	4.161162	4.2293873	4.274784	0	0	1	0	0	0.0033	0.9967	0.0	0.0	0.0	0.0	8.219117	3799.5	5.4852896	30.17649	2.279397	0.88759696	0.39477968	2.9775684	-1.8325815	3.465736	0.7328779	0.0	0	0.6138048618807664	0.178334	0.097	0.903	7.5999	-0.7511851	3.326256	3.3809946	3.8026788	-1.0726395	0	5.950972
"Mozambique"	"MOZ"	-1.1091015	0.32985517		3.8066626	3.5115454	3.55524	3.6690805	3.756676	3.765291	3.8551955	3.9059432	0	0	1	0	0	0.002026342	0.0	0.0	0.9979737	0.0	0.0	7.2442274	1400.0	3.947621	15.58371	0.0		0.5266297	1.6034198	-1.0788096	2.904165	0.7444899	1.0	87.3647570459732	0	0.203434	0.0	1.0	7.23201	-0.17989673	2.2515087	1.3083328	3.7438114	-1.1088024	0	20.534752
"Myanmar (Burma)"	"MMR"	-1.195198	0.302644	-0.47612143	3.6000483	3.6082115	3.77697	3.9116306	4.00798	4.0478415	4.1248045	4.169175	0	1	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	8.546351	5195.0	9.13593	83.6		0.5014614	0.40958062	2.712706	-0.7765288	3.0910425	0.70530945	0.7168632	50.24476883718649	0	0.261538	0.055000007	0.945	6.54391	0.073532246		2.9549103	3.7058964	-1.1723076	0	10.529254
"Namibia"	"NAM"	-1.1366284	0.32089913		3.57683	3.6558397	3.84703	3.9613333	4.057039	4.1072183	4.0545244	4.1282644	0	0	1	0	0	0.075	0.0	0.0	0.925	0.0	0.0	7.5062356	2223.0996	3.952092	16.42796	0.19974269		0.49036002	-0.010050327	-3.218876	3.0910425	0.7444562	0.6194981	0	13.860907342860697	0.35894698	0.54236346	0.45763654	8.182	1.1148058	-0.33194774	2.8848007	3.7288868	-1.0868943	0	18.539692
"Nauru"	"NRU"	-1.4200472	0.24170262															0.15384616	0.0		0.0	0.0	0.74358976													100	0				8.95764					-1.3103738		
"Nepal"	"NPL"	-1.1424056	0.31905058			3.5918176	3.65031	3.7534173	3.8744168	3.9881825	4.119389	4.2252975	0	1	0	0	0	0.0	0.8834842	0.11651584	0.0	0.0	0.0	8.699514	6000.0	7.683035	59.02903	2.0794415	1.944911	0.5087567	2.7880929	-0.79850775	3.3322046	0.7162813	0.1628608	0	0	0.288941	0.0	1.0	6.68211	-2.008401	4.25096	1.2527629	3.6801844	-1.1160828	0	8.835381
"Netherlands"	"NLD"	-1.0585636	0.34695384	-1.7145207	4.210645	4.278054	4.29583	4.2984495	4.327348	4.3422203	4.3565526	4.390769	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	8.696217	5998.9575	5.914501	35.11211	2.291234	1.760106	0.10018219	3.2906382	-1.0788096	3.9608133	0.72963667	0.0	0	0	0.028670799	0.024113	0.975887	9.42771	1.8327005	5.8296075	4.091006	3.4007065	-1.0470694	1	3.3418128
"New Zealand"	"NZL"	-1.1147954	0.32798237	-1.5413121	4.215086	4.2427645	4.26601	4.26652	4.288118	4.322516	4.364837	4.390769	0	0	0	0	1	0.79581153	0.0	0.10209424	0.0	0.0	0.10209424	8.346976	4835.063	8.12216	86.085976			0.3342197	1.7227666	-1.171183	3.713572	0.71296513	0.0	0	0	0.039581	0.8669153	0.13308471	9.53626	2.3045945	2.1980512	4.3307333	3.4929755	-1.0486218	1	5.117172
"Nicaragua"	"NIC"	-1.168182	0.3109317	-0.7431781	3.5409594	3.744787	3.85012	3.9815128	4.0683503	4.1613493	4.2434216	4.3003993	0	0	0	1	0	0.515	0.0	0.0	0.09	0.395	0.0	8.433162	5086.7227	11.903568	193.50693		0.8280876	0.39501065	2.7593768	-0.63487834	2.5649493	0.68440914	0.1	100	0	0.0839011	0.59908664	0.40091336	7.93451	0.79248536	2.5180209	3.6788292	3.8531773	-1.0777868	0	7.9500976
"Niger"	"NER"	-1.175643	0.30862048			3.4965076	3.62505	3.6451116	3.6770494	3.7240741	3.8767414	3.993891	0	0	1	0	0	0.0	0.37348178	0.0	0.6265182	0.0	0.0	8.18097	3606.3623	4.505045	20.667576	0.01391163	-1.4811914	0.5018426	2.4362414	-4.6051702	2.7725887	0.7402804	0.9842288	0.03212717192259343	39.20989211883996	1.1802601	0.41489428	0.5851057	7.29777	-0.96947074	1.1278024	1.7578579	3.8521388	-1.1211549	0	10.159941
"Nigeria"	"NGA"	-1.1651031	0.3118905	-0.6052519		3.5973122	3.63419	3.746428	3.8174546	3.8207262	3.834544	3.9398332	0	0	1	0	0	0.0	0.12213303	0.0	0.877867	0.0	0.0	7.9131236	2734.5	3.6876	14.026362		0.033589724	0.6154342	3.432696	-0.8675006	2.3025851	0.7464536	1.0	73.43996903855937	0	0.47306	0.11500001	0.885	7.11639		3.8203022	2.7850113	3.730437	-1.1169881	0	12.008705
"Norway"	"NOR"	-1.0773575	0.34049407	-1.5399119	4.2091603	4.286341	4.29796	4.3052545	4.3264046	4.3377786	4.364806	4.394419	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	8.517193	5000.0	6.146944	37.78492	2.3025851	-1.119232	0.05694728	1.0577903	-3.912023	4.1271343	0.7278814	0.0	0	0	0.33258402	0.0	1.0	9.31452	2.0270207	2.465516	3.910021	3.253727	-1.0762614	1	3.3729966
"Oman"	"OMN"	-1.1158568	0.32763445			3.5945687	3.72628	3.9214487	4.10707	4.257497	4.3055544	4.292165	0	1	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	8.925118	7597.4	5.205855	27.73305		-0.912548	0.36273575	-2.1202636	-5.320563	3.0445225	0.7349882	0.8682069	0	19.027367888056602	0.110127	0.13548338	0.8645166	7.31122		0.66079086	2.7972813	3.7984638	-1.1061811	0	4.877651
"Pakistan"	"PAK"	-1.1256831	0.3244308	-0.20653225	3.4011974	3.6609943	3.90007	3.9740858	4.0589733	4.10705	4.145702	4.177442	0	1	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	9.100408	8960.0	6.4482236	41.597866	2.2845533	2.161498	0.5363764	3.318902	-2.8134108	3.4011974	0.7256062	0.4946105	0	11.183842195733146	0.637725	0.089999974	0.91	6.85541	0.14161459	4.1799536	3.0955777	3.700002	-1.1181641	0	5.318209
"Palau"	"PLW"	-1.2997522	0.27259934										0	0	0	0	1	0.02	0.0	0.63	0.0	0.0	0.35							0.35851327			2.014903			100	0									-1.2050636	0	
"Panama"	"PAN"	-1.2160314	0.29640412	-0.5188578	3.7471485	4.010963	4.10766	4.178986	4.247934	4.2814903	4.307076	4.3303943	0	0	0	1	0	0.5104167	0.0	0.0	0.072916664	0.41666666	0.0	8.360127	4972.9883	11.531368	188.75269	1.2279683	0.8185696	0.44005975	1.9823799	-0.7550226	2.1972246	0.68721986	0.0309956	100	0	0.0204568	0.6343384	0.36566162	8.16678	1.524388	2.7367876	3.7184384	3.7585015	-1.1066844	0	8.891032
"Papua New Guinea"	"PNG"	-1.4493964	0.23471193			3.558201	3.65005	3.8295307	3.9680953	4.020148	4.07407	4.134216	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	8.294049	4000.0	15.49179	239.9954	1.0986123	-0.3364722	0.24043322	-0.79850775	-0.56211895	1.7917595	0.657312	0.5892759	100	0	0.0796111	0.0	1.0	7.31455	-0.28712744	1.3500665	1.3083328	3.7454712	-1.3738748	0	18.887417
"Paraguay"	"PRY"	-1.2393917	0.28956032	-1.0100521	3.8416004	4.1367655	4.15565	4.1804323	4.2005906	4.219105	4.2491407	4.280506	0	0	0	1	0	0.48924732	0.021505376	0.0	0.0	0.48924732	0.0	8.607158	5715.9395	15.443572	333.2394	1.5015578		0.15606314	1.9699056	-0.6539265	3.1354942	0.65767616	1.715E-4	57.033901637704666	0	0.171161	0.53960454	0.46039543	7.73674	1.2315929	1.569926	3.5723455	3.8671813	-1.1363213	0	8.336868
"Peru"	"PER"	-1.3284181	0.26489595	-0.18374251	3.703768	3.7819145	3.86475	3.977215	4.0946145	4.182806	4.255276	4.3008842	0	0	0	1	0	0.29044613	0.0	0.0	0.0	0.7095539	0.0	8.485702	5066.2827	17.34885	370.0454	1.1675372	0.24387273	0.5047534	1.0612565	-1.3470737	2.3025851	0.64328814	0.029737	55.78815256359179	0.5402389003518683	0.254983	0.35717	0.64283	8.43229	1.2491481	2.0488012	3.8458831	3.760479	-1.2378155	0	9.727567
"Philippines"	"PHL"	-1.2084538	0.2986587	-0.023793373	3.8565102	3.8607297	3.97391	4.1066365	4.1458254	4.1768365	4.2016306	4.226605	0	1	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	8.517193	5000.0	12.04161	145.0003	1.0986123		0.21393386	2.941804	-0.3147107	2.5649493	0.6833667	0.75	98.97271722866223	0	0.0273757	0.0	1.0	7.60887	1.4405462	4.560707	3.4111476	3.8496377	-1.2078023	0	12.617162
"Poland"	"POL"	-1.1342833	0.32165256	-1.1790363	4.0091496	4.11578	4.2148	4.246612	4.249888	4.2611327	4.3006644	4.3339696	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	8.702406	6020.1006	5.0904794	25.914202	2.3025851	0.51303047	0.111845024	3.8282065	-0.597837	3.9512436	0.7358594	0.0	0	0	0.060476	0.010050237	0.98994976	8.48281	1.7979983	4.575923	3.8691156	3.51665	-1.1342833	1	3.1883547
"Portugal"	"PRT"	-1.0614929	0.34593895	-0.47258294	3.918005	4.082609	4.162	4.2057843	4.2656984	4.3036036	4.3348646	4.369787	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	8.783726	6532.796	6.9593	48.781315	2.2995856	1.6972399	0.045697168	2.9790947	-0.82098055	3.6763008	0.7217467	0.0	0	0	0.0929028	0.018009841	0.98199016	8.38	1.1618172	4.5927105	3.5553482	3.376034	-1.0505667	1	3.929611
"Qatar"	"QAT"	-1.1268014	0.3240682			3.871201	3.96914	4.191901	4.266193	4.305804	4.334715	4.3579593	0	1	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	8.873721	7895.1855	3.7401826	16.37054			0.5570983	0.49469623	-5.809143	3.2386785	0.74605644	0.0	0	1.781965039862531	0.014175801	1.0	0.0	10.7921	0.98929524	1.3695018	4.4450016	3.718901	-1.1090568	0	5.0256
"Romania"	"ROM"	-1.1073227	0.3304425	-0.86259794	3.9019728	4.1125116	4.1814	4.2221894	4.235424	4.2447915	4.264979	4.296721	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	8.924109	7513.0386	4.153515	17.26376	2.3025851	1.261836	0.26763517	3.709662	-0.44628713	3.8286414	0.74293506	0.0	0	0	0.110138	0.022000015	0.978	8.06432	1.4594127		3.5322256	3.3387873	-1.0858418	0	5.191068
"Russian Federation"	"RUS"	-1.1353285	0.32131654	-0.90446436	4.028917	4.2091603							1	0	0	0	0	0.94899046	0.051009566	0.0	0.0	0.0	0.0	8.528025	5065.081	5.4286966	29.490686			0.21927206	2.0268316	-2.4079456	4.0943446	0.73330534	0.0	0	0.056381835557723206		0.03323263	0.9667674						-1.129809	0	4.3221254
"Rwanda"	"RWA"	-1.1101631	0.3295052			3.6888795	3.74388	3.7906075	3.8753622	3.4912508	3.839672	4.0083714	0	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	7.837505	2540.0	1.5583248	2.4295373	0.0		0.2805064	3.596764	-0.7550226	0.6931472	0.76253307	1.0	68.87955709384018	0	1.0579599	0.04000002	0.96	6.71052	-0.2629392	4.8113236	0.8754688	3.8729672	-1.1089443	0	19.87945
"Saint Lucia"	"LCA"	-1.1464639	0.3177584				4.03881	4.15271	4.23388	4.2613926	4.2641664	4.3099923	0	0	0	1	0	0.0264	0.032	0.0	0.9233	0.0183	0.0							0.16285157	1.8809906		2.6306891			100.00000000000001	0				7.48437		4.96807	3.068053	3.8113356	-1.0968186	0	13.245343
"Saint Vincent and Grenadines"	"VCT"	-1.1529967	0.31568936				3.98952	4.101626	4.184749	4.237267	4.2538657	4.278228	0	0	0	1	0	0.048378687	0.0	0.0	0.9033469	0.048274424	0.0							0.26742682	2.8875902		2.5839975			100	0				7.65681		5.336317	2.6318889	3.9037864	-1.0937343	0	13.81199
"San Marino"	"SMR"	-1.0821474	0.33886707										1	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0							0.25676012	2.8136108		3.7788725			0	0									-1.0821474	0	3.9154067
"Saudi Arabia"	"SAU"	-1.1091305	0.32984564			3.6863763	3.79145	3.9595346	4.1319246	4.230775	4.269587	4.3020415	0	1	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	8.926317	7570.3433	4.0777297	16.807383		-0.74119174	0.16551444	0.5128236	-5.35383	3.218876	0.7435074	0.0931783	0	37.25825144794916	0.34132698	0.039153457	0.96084654	8.82026	1.0955429	0.7861249	3.443618	3.778453	-1.104234	0	4.9762583
"Senegal"	"SEN"	-1.2574322	0.28438333			3.5973122	3.69626	3.7074444	3.8572133	3.9749665	4.0206842	4.076759	0	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	8.02453	3095.8826	6.1091785	37.36917	0.030174932	0.20468688	0.5270241	2.503892	-1.2729657	2.6390574	0.7281666	1.0	34.99866826068084	0	0.107650004	0.018000007	0.982	7.46394	0.6189703	2.832235	3.1354942	3.7362807	-1.2574322	0	13.81199
"Serbia"	"YUG"	-1.1077342	0.33030653	-3.4227169	3.908015	4.0621657							1	0	0	0	0	1.0	0.0		0.0	0.0	0.0	8.919	7481.4	4.525183	20.504202		1.7281299	0.45335835	3.5082564		3.7841897	0.7401284	0.0			0.07976695	0.14420003	0.8558						-1.088147	0	5.301443
"Seychelles"	"SYC"	-1.110366	0.32943836										0	0	1	0	0	0.3120312	0.3440344	0.0470047	0.2969297	0.0	0.0							0.1843761	0.7747272		1.5224266			100	0									-1.0485874	0	11.27059
"Sierra Leone"	"SLE"	-1.2574322	0.28438333			3.4011974	3.50621	3.5596871	3.762215	3.656394	3.6821465	3.8586686	0	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	8.066058	3206.9321	5.506894	30.65905	0.0	0.09206493	0.5983364	1.9227878	-1.0498221	2.1400661	0.7327148	1.0	100	0	0.12732701	0.24529225	0.75470775	6.40026	-0.6175163	3.5103068	2.85647	3.678352	-1.2574322	0	13.81199
"Singapore"	"SGP"	-1.1477444	0.3173518	-0.12715174		4.1009893	4.15389	4.2236376	4.2722363	4.3252206	4.357365	4.402337	0	1	0	0	0	0.0	0.080214985		0.0	0.0	0.0	8.989209	8271.589	10.181059	104.56108	1.9699668	1.5274527	0.32618666	0.3987761		0.31237468	0.697417	0.0	100	0		1.0	0.0	8.133	1.2998796	7.8068237	4.6051702	3.7667558	-1.128526	0	11.695582
"Slovakia"	"SVK"	-1.1306038	0.32283828			4.16356	4.2485	4.2505536	4.2543144	4.261731	4.2911606	4.318983	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	8.795315	6611.35	4.8971543	23.996716	2.3025851	1.9822562	0.2262555		-0.5447272	3.8849943	0.73731935	0.0	0	0	0.0774823	0.12129998	0.8787	8.87291	2.1272128	4.419334	3.5115454	3.4463344	-1.1236247	1	4.237059
"Slovenia"	"SVN"	-1.1078619	0.33026436			4.1835756	4.22655	4.2284346	4.264156	4.293262	4.322969	4.374775	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	8.852653	6993.164	4.9927588	24.927647		1.7735728	0.20020077	2.1505988	-0.6539265	3.8311744	0.73659736	0.0	0	0	0.0376239	0.013669848	0.98633015	8.87235	1.8623666	4.348296	3.339322	3.3090527	-1.0898731	0	4.5773177
"Solomon Islands"	"SLB"	-1.551881	0.21184911			3.7841897	3.89958	3.996138	4.0756836	4.037858	4.1405	4.2116117	0	0	0	0	1	0.004069176	0.0	0.01881994	0.0	0.0	0.97711086							0.10528031	-0.44628713		2.0794415			100	0				6.91771		1.5073113	1.7578579	3.7583747	-1.539303	0	16.442823
"South Africa"	"ZAF"	-1.1088874	0.3299258	-1.6642462	3.7256935	3.8066626	3.89257	3.9674706	4.0425253	4.1198435	4.0032578	3.9528096	0	0	1	0	0	0.17531742	0.0	0.0	0.8246826	0.0	0.0	7.7311583	2790.55	4.7965565	23.805965	0.40375987	-1.6225455	0.56061125	2.4973292	-1.4271164	3.3672957	0.7380791	0.022699	0.17921839668223408	4.385847427835768	0.306891	0.21350002	0.7865	8.47303	1.4793321	2.6631217	3.8416004	3.7123063	-1.0758983	0	17.923338
"Spain"	"ESP"	-1.0623239	0.34565163	-0.94910365	3.9160151	4.1573195	4.23569	4.2770457	4.322134	4.3416934	4.3690157	4.402158	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	8.88142	7203.58	6.3957744	41.005154	2.3025851	2.1835034	0.34816292	3.2902658	-0.5798185	3.6888795	0.7260022	0.0	0	0	0.12218	0.023000002	0.977	8.44891	1.1929004	4.115933	4.036009	3.3120077	-1.0503497	1	3.1625924
"Sri Lanka"	"LKA"	-1.13646	0.32095322	-0.4835753	3.744787	4.036009	4.05803	4.1385016	4.222766	4.2438946	4.262459	4.3137827	0	1	0	0	0	0.0	0.9892473	0.010752688	0.0	0.0	0.0	8.517193	5000.0	8.138092	66.22854	2.0794415	1.535104	0.34712952	2.6282852	-0.38566247	1.9459101	0.7128448	0.1753118	100	0	0.0389524	0.0	1.0	7.54062	1.5518866	5.063131	2.7972813	3.7256157	-1.1267253	0	6.6583233
"St Kitts & Nevis"	"KNA"	-1.1408497	0.31954738	-1.6194882									0	0	0	1	0	0.036078755	0.0	0.0	0.96392125	0.0	0.0							0.16906744	2.9673328		2.8526316			100	0									-1.1041396	0	13.014447
"Suriname"	"SUR"	-1.1388123	0.3201991	-0.68319684	3.8918202	4.0253515	4.08925	4.147447	4.1886706	4.2121115	4.218556	4.253274	0	0	0	1	0	0.16835018	0.37751248	0.17345169	0.26027957	0.02040608	0.0							0.54996943	-0.99425226	-1.0788096	1.3862944		0.1893433	100	0	0.196855			8.04173		0.600167	3.8565102	3.8625429	-1.0608183	0	8.518781
"Swaziland"	"SWZ"	-1.1077226	0.33031034			3.5723455	3.78898	3.8704014	3.993164	4.0833516	3.8850672	3.8783174	0	0	1	0	0	0.03	0.0	0.0	0.97	0.0	0.0	7.308084	1616.1097	4.0391026	16.49592	0.06923499	0.14524809	0.056569353	2.3369865	-0.84397006	3.2771447	0.7437991	0.1037715	2.876148802408021	0	0.110120006	1.0	0.0	7.27725	0.5423325	3.0182729	1.3609766	3.8111362	-1.1034231	0	20.045586
"Sweden"	"SWE"	-1.0775307	0.34043512	-2.0768847	4.200205	4.2738843	4.29054	4.312801	4.327319	4.350753	4.3775654	4.4000044	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	8.611989	5499.1533	5.8988266	34.994396	2.3009665	-0.6803879	0.05826292	1.8855534	-2.5257287	4.1271343	0.729755	0.0	0	0	0.16026899	0.01267159	0.9873284	9.46351	1.9837825	2.9030554	4.2835865	3.0912855	-1.0767082	1	3.3489523
"Switzerland"	"CHE"	-1.0708028	0.34273326	-1.9394476	4.1604443	4.237001	4.26708	4.2907367	4.323593	4.346949	4.3780246	4.409719	1	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	8.623216	5569.273	5.5514073	30.873465	2.301316	2.0070877	0.42618236	2.3340838	-0.94160855	3.8501475	0.73237866	0.0	0	0	0.123443	0.028506279	0.9714937	9.86313	2.024187	4.898213	3.9318256	3.184144	-1.0578808	1	3.3779871
"Syria"	"SYR"	-1.1149786	0.3279223			3.8286414	3.89779	4.094547	4.19271	4.263592	4.3043203	4.326812	0	1	0	0	0	0.045263156	0.9547368	0.0	0.0	0.0	0.0	9.245051	10370.539	3.137555	9.898311	2.3025851	2.312754	0.43173176	3.207208	-1.7719568	3.5553482	0.7506073	0.188119	0	3.445484907249226	0.301359	0.090216756	0.90978324	8.21528	0.3182889	3.2053027	3.6054978	3.8067355	-1.1058795	0	4.663206
"Taiwan"	"TWN"	-1.1421665	0.31912687	-2.8134108	3.713572													0.0	0.0	0.99	0.0	0.0	0.01	9.09513	8930.0											8.846459056725854	0				7.66856	1.6037242				-1.1387804		
"Tajikistan"	"TJK"	-1.1126546	0.32868528			4.01998	4.02837	4.0950794	4.1310663	4.14086	4.155053	4.2085643	0	1	0	0	0	0.0	0.732334	0.26766595	0.0	0.0	0.0	8.853292	6997.484	6.0054507	36.073387		-0.96188843	0.41258502	1.893112	-1.7147983	3.6635616	0.7289499	0.0	0	0.024920510934136986	1.5481801	0.014358997	0.985641	8.27563	1.6183233	2.6990356	3.50255	3.678729	-1.0891343	0	6.288034
"Tanzania"	"TZA"	-1.1194372	0.32646346			3.6109178	3.7756	3.8434014	3.9210508	3.9238951	3.919461	4.049826	0	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	7.824046	2500.0	1.761773	3.103843	0.0	-2.178823	0.551178	1.510722	-0.7133499	1.7917595	0.7609968	1.0	88.2944968767263	0	0.477395	0.0	1.0	6.54247	0.55694866	2.4494877	1.6486586	3.824459	-1.1041473	0	20.56829
"Thailand"	"THA"	-1.2766272	0.27897665	-0.68042845	3.7518542	3.8501475	3.99795	4.0916185	4.1820164	4.2831855	4.2837963	4.303087	0	1	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	8.675969	5951.0464	9.766345	95.38976	2.0794415	0.20512114	0.4909233	3.4355989	-1.0788096	2.7080503	0.70054877	0.4175675	99.54566955065245	0	0.214576	0.12864834	0.87135166	7.31721	1.4328135	3.9862523	2.9806187	3.7533731	-1.2592685	0	9.199355
"Togo"	"TGO"	-1.1911303	0.3038776			3.583519	3.80087	3.8131428	3.904448	3.9701405	4.0038633	4.0358095	0	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	8.054321	3153.254	4.2030163	17.710175	0.0	0.15203094	0.5364513	3.831897	-0.46203548	2.0794415	0.7425613	1.0	100	0	0.261366	0.34100002	0.659	7.04141	-0.71248525	3.2871993	2.3125355	3.7515335	-1.1546617	0	13.81199
"Tonga"	"TON"	-1.3599863	0.2566643				4.11683	4.172618	4.212868	4.2425103	4.259307	4.2787566	0	0	0	0	1	0.028484233	0.0	0.4857579	0.0	0.0	0.4857579							0.08333145	3.0363944		2.9957323			99.99999999999999	0				7.65917	1.8377043	4.482971	2.867899	3.8156602	-1.2544513	0	11.188929
"Trinidad and Tobago"	"TTO"	-1.135008	0.32141957	-2.141317	3.9702919	4.079231	4.15146	4.1789985	4.2089863	4.233306	4.2253084	4.244989	0	0	0	1	0	0.06720672	0.46434644	0.0120012	0.45644563	0.0	0.0	8.498657	5756.5176	5.560788	33.79748		0.90029883	0.4992772	2.6823905		2.3978953	0.7323078	0.0	100	0	0.00795231	1.0	0.0	9.01213	1.7358551	5.099664	2.8507063	3.760649	-1.061811	0	11.360499
"Tunisia"	"TUN"	-1.1102095	0.32948995	-0.39958236	3.6627922	3.7977338	3.88337	3.9834206	4.129119	4.252876	4.284965	4.3121405	0	0	1	0	0	0.01010101	0.989899	0.0	0.0	0.0	0.0	8.411833	4500.0	4.216083	17.77536	2.3025851	1.638867	0.038643625	2.9139798	-1.7147983	3.5263605	0.7424626	0.0	0	20.66402115622988	0.108772	0.0	1.0	7.57096	-0.096158594	3.2849162	3.624341	3.7695942	-1.1096964	0	5.931992
"Turkey"	"TUR"	-1.1529517	0.31570354	-0.48936316		3.775057	3.91717	3.9119043	4.035472	4.144094	4.240562	4.2999573	0	1	0	0	0	0.2667	0.4666	0.2667	0.0	0.0	0.0	9.170745	9681.542	3.683668	13.697084	2.3025851	1.770957	0.27763173	3.432696	-0.46203548	3.6635616	0.74648315	0.0	0	0	0.160468	0.09897959	0.9010204	8.1044	0.56993705	3.6017735	3.4499876	3.7425938	-1.1055062	1	9.271221
